time,BDOT,RAIN,TS,SMELT,SUBLIM,SRHO
1/1/1981,10.79056075,0,262.525,0,0,123.0334667
1/2/1981,6.630579039,4.07E-17,258.9,0,0,129.512057
1/3/1981,0.59444404,0,247.6395833,0,0,133.792675
1/4/1981,1.535093229,0,257.7645833,0,0,136.685805
1/5/1981,0.411948755,0,250.5041667,0,0,139.4350398
1/6/1981,6.532649976,0,256.15,0,0,131.8519942
1/7/1981,2.065710332,0,257.7229167,0,0,131.5993153
1/8/1981,1.926156195,0,255.6083333,0,0,133.1734643
1/9/1981,0.241190867,6.46E-24,255.6395833,0,0,135.5504351
1/10/1981,3.392157687,0,254.68125,0,0,137.1220815
1/11/1981,13.24757401,0,258.775,0,0,132.5849597
1/12/1981,5.553282781,0,258.0666667,0,0,114.330364
1/13/1981,1.754283946,0,254.1083333,0,0,115.2083505
1/14/1981,14.98403965,1.08E-16,262.2854167,0,0,115.1157683
1/15/1981,9.236982544,6.78E-18,263.7229167,0,0,112.1081384
1/16/1981,3.364542601,8.47E-19,253.275,0,0,117.5318361
1/17/1981,1.217487079,0,259.775,0,0,120.5661924
1/18/1981,1.180509065,0,257.5145833,0,0,123.9898323
1/19/1981,11.04468101,0,261.4520833,0,0,123.503386
1/20/1981,1.996257534,0,256.525,0,0,124.1427564
1/21/1981,3.725456837,0,256.2229167,0,0,122.5990829
1/22/1981,1.083674447,0,256.6291667,0,0,121.1064054
1/23/1981,3.3068933,0,261.15,0,0,123.8387042
1/24/1981,1.393473041,1.36E-17,260.18125,0,0,127.0199684
1/25/1981,0.571856446,0,257.2020833,0,0,129.8082113
1/26/1981,1.076862946,0,255.6604167,0,0,131.8845292
1/27/1981,0.535717158,0,243.6604167,0,0,133.3606957
1/28/1981,0.347754132,0,243.4520833,0,0,135.4314046
1/29/1981,4.341234627,0,258.4104167,0,0,136.4449266
1/30/1981,1.473522674,0,259.4416667,0,0,137.3269714
1/31/1981,3.763514007,0,257.7229167,0,0,123.6274042
